name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Malaysia,2025-08-14,90.7,76,80.8,101.3,76,85,74.5,82,0.007,100,4.17,rain,0,0,15.7,5.5,95.7,1009.7,41.1,5.8,222.7,19.2,8,60,2025-08-14T07:11:19,2025-08-14T19:24:37,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-15,92.6,73.8,82.2,99.9,73.8,85.7,72.9,75.1,1.956,100,4.17,rain,0,0,18.3,9.6,262.7,1008.6,40.4,6.1,168.1,14.5,8,30,2025-08-15T07:11:12,2025-08-15T19:24:21,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-16,92.5,74.4,82.8,98.6,74.4,87.4,72.4,72.6,0.406,100,8.33,rain,0,0,33.3,8.4,162.7,1008,41.7,5.9,226.3,19.6,8,30,2025-08-16T07:11:05,2025-08-16T19:24:04,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-17,91.2,77.9,83.7,99.8,77.9,89.3,73.2,71.7,0,0,0,rain,0,0,32.2,15.4,202.6,1008.9,41.2,6,206.4,17.8,7,30,2025-08-17T07:10:57,2025-08-17T19:23:47,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-18,92.8,78.8,85.1,102.2,78.8,90.6,73.1,69,0,0,0,rain,0,0,17,10.8,196,1010,40.4,6.2,232.6,20.1,8,30,2025-08-18T07:10:48,2025-08-18T19:23:29,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-19,92.5,76.9,83.5,102.5,76.9,88.8,72.9,71.2,0,0,0,rain,0,0,13,9.4,278.3,1010.4,40.8,6.1,262.4,22.7,9,30,2025-08-19T07:10:39,2025-08-19T19:23:10,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-20,90.9,76.8,83.2,100,76.8,88.3,73.2,72.7,0,0,0,rain,0,0,23,9.4,277.8,1010.1,40.7,5.8,239.7,20.7,9,30,2025-08-20T07:10:30,2025-08-20T19:22:51,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-21,87.4,76.8,81.3,95.4,76.8,85.4,73.3,77.5,0.087,100,4.17,rain,0,0,15.4,7.6,239.3,1011.2,41.3,5.6,134.6,11.7,5,30,2025-08-21T07:10:20,2025-08-21T19:22:32,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-22,94.4,76.6,85.1,97.3,76.6,88.2,70.9,65.7,0.045,100,4.17,rain,0,0,20.4,7.7,244,1009.8,39.4,6.1,284,24.6,9,30,2025-08-22T07:10:10,2025-08-22T19:22:12,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-23,94.4,78.6,85.8,101.1,78.6,90,70.5,61.9,0,0,0,,0,0,15.9,8.6,313.3,1009.7,40.6,6.2,269.7,23,9,30,2025-08-23T07:09:59,2025-08-23T19:21:51,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-24,90.6,77,82.9,97.9,77,87.3,73.7,74.9,0.005,100,4.17,rain,0,0,23.3,7.4,313.5,1010.3,38.9,6.1,238.1,20.6,9,30,2025-08-24T07:09:48,2025-08-24T19:21:31,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-25,92.7,75.7,84.2,100,75.7,88.7,72.1,68.3,0.048,100,25,rain,0,0,18.1,20.7,232,1010,37.8,6,220.5,19.1,8,30,2025-08-25T07:09:37,2025-08-25T19:21:09,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-26,92.6,75.4,83.3,102,75.4,88,73.1,73.2,0.016,100,8.33,rain,0,0,17.4,7.7,201.8,1009.8,36,6.2,196.3,17,8,30,2025-08-26T07:09:25,2025-08-26T19:20:47,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-27,90.9,80,83.9,102,80,91,75.2,75.9,0.123,100,20.83,rain,0,0,20.1,9.8,190.3,1009.5,35.8,5.9,211.4,18.2,8,60,2025-08-27T07:09:13,2025-08-27T19:20:25,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-28,90.7,73,81,99.6,73,85.2,73.4,78.8,0.315,100,37.5,rain,0,0,23,14,291.8,1010.9,36.2,5.6,199.2,17.2,7,10,2025-08-28T07:09:00,2025-08-28T19:20:03,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-29,90.8,78.4,82.9,100,78.4,87.8,74.3,76.4,0.268,100,25,rain,0,0,20.4,8.6,281,1010.8,36.6,6.1,224.2,19.3,8,30,2025-08-29T07:08:47,2025-08-29T19:19:40,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-30,92.5,76.8,83.7,100.6,76.8,89,74.1,74.3,0.036,100,29.17,rain,0,0,21,7.5,279.6,1010.2,29.1,6.1,198.2,17.2,8,30,2025-08-30T07:08:34,2025-08-30T19:19:17,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-31,90.7,78.3,84.3,101.6,78.3,91.7,74.9,74.2,0.028,100,25,rain,0,0,23.9,7.4,245.8,1008.9,27,6.1,235.4,20.4,8,10,2025-08-31T07:08:21,2025-08-31T19:18:53,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"WMSA,WMKK"
Malaysia,2025-09-01,89.1,77.5,82.5,99.5,77.5,88.8,75.5,80,0.241,100,50,rain,0,0,17.9,10.5,148,1008.3,26.2,6.1,146.1,12.6,6,30,2025-09-01T07:08:07,2025-09-01T19:18:29,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"WMSA,WMKK"
Malaysia,2025-09-02,88.9,74.7,81.4,97.2,74.7,85.9,74.3,80.1,1.112,100,66.67,rain,0,0,18.6,7.7,205.2,1009.1,27.7,6,183.4,15.9,8,30,2025-09-02T07:07:53,2025-09-02T19:18:05,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WMSA,WMKK,MYI0000WMSA"
Malaysia,2025-09-03,89,78.2,82.6,99.6,78.2,88,74.8,77.9,0.104,100,58.33,rain,0,0,13.2,10.3,186.5,1009.6,36.2,6,128.9,10.9,5,30,2025-09-03T07:07:38,2025-09-03T19:17:40,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WMSA,MYI0000WMKK,WMKK,MYI0000WMSA"
Malaysia,2025-09-04,88.9,75.5,79.6,97.5,75.5,82.2,73.7,82.7,0.052,100,33.33,rain,0,0,16.6,10.7,238.8,1009.6,36.9,5.9,213.5,18.6,8,30,2025-09-04T07:07:24,2025-09-04T19:17:15,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WMSA,MYI0000WMKK,WMKK,MYI0000WMSA"
Malaysia,2025-09-05,90.8,75.2,82.1,101.8,75.2,86.9,73.9,77.4,0.076,100,45.83,rain,0,0,16.3,8.6,313.2,1009.8,36.8,6.2,177,15.3,6,30,2025-09-05T07:07:09,2025-09-05T19:16:50,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-09-06,91.1,78.6,84.6,99.8,78.6,90.6,74,72,0.197,100,12.5,rain,0,0,17.9,9.6,206.6,1009.4,36.7,6.2,220.4,19,8,30,2025-09-06T07:06:54,2025-09-06T19:16:25,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-09-07,90.8,78.4,84.3,99.6,78.4,90.3,73.5,70.6,0.5,100,62.5,rain,0,0,19.9,12.4,183.6,1009.5,36.3,6.2,160.2,13.9,6,10,2025-09-07T07:06:39,2025-09-07T19:15:59,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-09-08,92.8,78.6,85.5,102.4,78.6,92.5,73.9,69.5,0.197,100,29.17,rain,0,0,17.9,12.1,189.5,1009.1,38.9,6.2,249.9,21.6,9,10,2025-09-08T07:06:23,2025-09-08T19:15:34,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-09-09,89.4,73.1,81.3,93.3,73.1,84.3,71.4,73.9,0.229,100,50,rain,0,0,14.1,10,187.1,1011.2,34.6,5.9,146.3,12.8,5,10,2025-09-09T07:06:08,2025-09-09T19:15:08,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-09-10,89.3,76.8,81.8,97.8,76.8,86.1,74.3,78.7,0.248,100,29.17,rain,0,0,13.9,11.9,288.3,1010.2,36.9,6,255.9,22,9,60,2025-09-10T07:05:52,2025-09-10T19:14:42,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-09-11,87.2,76.6,80.3,98.4,76.6,84.8,75.8,86.6,0.488,100,66.67,rain,0,0,17,9.5,313.1,1009.9,37.2,5.7,199.7,17.2,8,30,2025-09-11T07:05:36,2025-09-11T19:14:16,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-09-12,84,75,78.9,91.9,75,81.4,74,85.4,0.969,100,79.17,rain,0,0,17.9,12.1,301.6,1010.9,37,6,58.4,5,2,30,2025-09-12T07:05:20,2025-09-12T19:13:49,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-09-13,84.7,76.8,80.2,91.7,76.8,83.3,74.6,83.4,0.136,100,50,rain,0,0,15.2,5.2,276.4,1011.1,37.2,6,127,11.1,6,10,2025-09-13T07:05:04,2025-09-13T19:13:23,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-09-14,89,76.8,81.9,99.4,76.8,86.6,75.1,80.8,0.202,100,50,rain,0,0,18.8,6.5,318.1,1010.5,38.6,5.7,197.1,17,7,30,2025-09-14T07:04:48,2025-09-14T19:12:57,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-09-15,89.4,75,81.9,97.9,75,85.6,73,76.2,0.441,100,58.33,rain,0,0,21.4,10.8,255.8,1011.1,38.7,5.8,210.6,18.3,8,30,2025-09-15T07:04:32,2025-09-15T19:12:30,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-09-16,90.9,71.6,82.4,100,71.6,87.1,72.4,73.7,0.08,100,41.67,rain,0,0,27.7,14.1,218,1010.3,36.3,6,202.2,17.5,8,30,2025-09-16T07:04:15,2025-09-16T19:12:03,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WMSA,MYI0000WMKK,WMKK,MYI0000WMSA"
Malaysia,2025-09-17,85.4,74.8,80.1,92.4,74.8,84,73.7,81.6,0.142,100,45.83,rain,0,0,12.1,10.8,251,1010.6,37.6,5.8,108.1,9.3,4,10,2025-09-17T07:03:59,2025-09-17T19:11:37,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-09-18,92.7,76.9,84,101.8,76.9,89,73.8,72.9,0.088,100,33.33,rain,0,0,15.4,8.7,211.2,1009.4,39.2,6.1,232.5,20.2,8,30,2025-09-18T07:03:43,2025-09-18T19:11:10,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-09-19,91.1,78.4,83.7,101.7,78.4,89.7,74.3,74.2,0.02,100,20.83,rain,0,0,15.2,6.6,221.2,1010.2,35.1,6.1,226,19.5,9,30,2025-09-19T07:03:27,2025-09-19T19:10:44,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-09-20,91.2,78.6,83.2,102.4,78.6,89.1,75,77.2,0.469,100,62.5,rain,0,0,14.8,8.5,280,1009.9,36,6.1,235.4,20.2,9,30,2025-09-20T07:03:10,2025-09-20T19:10:17,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-09-21,92.6,78.5,84.5,104.5,78.5,92.5,75.8,76,0.064,100,37.5,rain,0,0,13.4,9.7,263.2,1009.6,37,5.7,256,22.2,9,60,2025-09-21T07:02:54,2025-09-21T19:09:51,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-09-22,91.2,77.5,82.6,104.6,77.5,88.1,74.5,77.3,0.206,100,54.17,rain,0,0,15,9.7,257.1,1010,38.4,6,229,19.7,8,30,2025-09-22T07:02:38,2025-09-22T19:09:24,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-09-23,92.9,78.2,83.4,104.5,78.2,89.3,74.9,76.4,0.072,100,33.33,rain,0,0,14.5,10.8,256.9,1010.2,35.7,5.8,248,21.7,8,30,2025-09-23T07:02:22,2025-09-23T19:08:58,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-09-24,94.3,78.6,85.4,104.6,78.6,92.1,74.6,71.9,0.016,100,4.17,rain,0,0,19.9,10.4,320.5,1009,35.5,6.1,258.3,22.1,9,60,2025-09-24T07:02:06,2025-09-24T19:08:32,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-09-25,91.7,80,83.8,101.2,80,91.1,75,75.7,0.032,100,8.33,rain,0,0,18.8,8.5,250.9,1009.3,36.3,6.1,238.8,20.7,10,10,2025-09-25T07:01:51,2025-09-25T19:08:06,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-09-26,94.3,78.5,84.8,103.9,78.5,91.8,74.5,72.6,0.654,100,41.67,rain,0,0,16.1,7.7,166.4,1009.4,27,5.9,251.4,21.8,9,30,2025-09-26T07:01:35,2025-09-26T19:07:40,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-09-27,89.1,80.3,82.9,103.3,85.3,90.7,75.9,79.7,0.51,100,70.83,rain,0,0,17.4,9.6,282.2,1010,25.6,5.8,179.2,15.7,6,30,2025-09-27T07:01:20,2025-09-27T19:07:15,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WMSA,WMKK"
Malaysia,2025-09-28,83.7,74.7,79.1,90,74.7,81.4,74.1,85.3,0.216,100,58.33,rain,0,0,14.3,6.5,307.4,1010.4,25.6,5.8,113.7,9.9,4,10,2025-09-28T07:01:04,2025-09-28T19:06:49,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WMSA,WMKK"
Malaysia,2025-09-29,90.9,78.3,83.2,99.6,78.3,88.5,74.1,75,0.139,100,33.33,rain,0,0,19.7,9.6,229.8,1009.5,25.5,6.1,214.3,18.5,7,30,2025-09-29T07:00:49,2025-09-29T19:06:24,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WMSA,WMKK"
Malaysia,2025-09-30,92.5,79.9,85.3,101.8,79.9,91.4,73.1,68.1,0.051,100,16.67,rain,0,0,14.5,9.8,152.1,1009.2,25.4,6.2,257.8,22.1,9,30,2025-09-30T07:00:35,2025-09-30T19:05:59,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WMSA,WMKK"
Malaysia,2025-10-01,83.9,75.1,80.4,92.8,75.1,84.6,73.6,80,0.961,100,45.83,rain,0,0,14.8,14.6,123.6,1010,26.2,6.1,225.2,19.5,8,30,2025-10-01T07:00:20,2025-10-01T19:05:34,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WMSA,WMKK"
Malaysia,2025-10-02,92.3,73.1,80.7,101.8,73.1,84.3,73.5,80.4,0.87,100,54.17,rain,0,0,15.4,7.7,296.1,1010.4,25.6,6,235.8,20.2,10,30,2025-10-02T07:00:06,2025-10-02T19:05:10,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WMSA,WMKK"
Malaysia,2025-10-03,80.7,75.3,78.4,86.1,75.3,79.9,74.4,87.8,1.336,100,83.33,rain,0,0,19.2,6.5,305.3,1012.2,26,5.8,197.5,16.9,8,30,2025-10-03T06:59:52,2025-10-03T19:04:46,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WMSA,WMKK"
Malaysia,2025-10-04,92.7,76.7,82.9,100.4,76.7,87.2,73.2,74.5,0.068,100,29.17,rain,0,0,15.2,7.4,287.9,1011.7,25.7,6.2,240,20.7,9,30,2025-10-04T06:59:38,2025-10-04T19:04:22,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"WMSA,WMKK"
Malaysia,2025-10-05,92.1,78.3,83.7,101.6,78.3,89.3,74.1,73.8,0.41,100,20.83,rain,0,0,17,9.6,313.1,1011.7,25.7,6,245.6,21.1,9,60,2025-10-05T06:59:25,2025-10-05T19:03:59,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"WMSA,WMKK"
Malaysia,2025-10-06,89.3,76.9,80.7,100,76.9,84.5,74.9,83.2,0.123,100,41.67,rain,0,0,8.5,8.8,344,1011.4,27.4,6.1,262.5,22.8,10,60,2025-10-06T06:59:12,2025-10-06T19:03:36,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WMSA,WMKK"
Malaysia,2025-10-07,89.5,74.9,82.5,98,74.9,86.9,73,74.3,0.3,100,29.17,rain,0,0,8.3,10.8,267.4,1012.4,27.8,6.1,252,21.9,10,30,2025-10-07T06:58:59,2025-10-07T19:03:14,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"WMSA,WMKK"
Malaysia,2025-10-08,92.7,78.3,84.6,102.1,78.3,89.6,73.1,70.2,0.083,100,25,rain,0,0,7.4,8.8,274,1011.4,25.7,6.1,263.9,22.9,10,60,2025-10-08T06:58:47,2025-10-08T19:02:51,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WMSA,WMKK"
Malaysia,2025-10-09,92.9,75.1,84.1,100.4,75.1,90.1,73.5,71.8,0.107,100,25,rain,0,0,10.3,13.6,305.6,1011,25.7,6,237.3,20.4,10,30,2025-10-09T06:58:35,2025-10-09T19:02:30,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WMSA,WMKK"
Malaysia,2025-10-10,92.9,78.3,84,102.4,78.3,88.9,72.7,70.2,0.161,100,29.17,rain,0,0,13,9.9,300.6,1010.2,27.2,6.2,259.4,22.6,9,30,2025-10-10T06:58:24,2025-10-10T19:02:09,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WMSA,WMKK"
Malaysia,2025-10-11,91.1,78.5,84,101.9,78.5,90,74.3,73.7,0.286,100,41.67,rain,0,0,5.6,9.5,295.9,1009.6,31.3,6.4,274.5,23.6,9,30,2025-10-11T06:58:13,2025-10-11T19:01:48,0.64,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"WMSA,remote,WMKK"
Malaysia,2025-10-12,88.7,74.2,79.7,97.1,74.2,82.3,73.7,82.5,0.593,100,79.17,rain,0,0,5.8,13.1,273.9,1010.1,35.4,7.6,247,21.4,9,30,2025-10-12T06:58:02,2025-10-12T19:01:28,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,"WMSA,WMKK"
